,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
962,Everton,Bolton,0,0,D,23,23,22,35,1.619047619047619,0.9047619047619048,D,D,W,D,W,D,15.0,16.0,21.0,-1.0,0.047619047619047616,-0.5714285714285714,DDW,DWD,5,5,0.0
963,Fulham,Man City,0,1,A,23,27,26,29,1.0952380952380953,1.2857142857142858,D,L,L,W,L,D,13.0,18.0,21.0,-5.0,-0.14285714285714285,-0.09523809523809523,DLL,WLD,1,4,-0.14285714285714285
964,Leeds,Chelsea,2,0,H,26,34,27,15,1.1428571428571428,1.8095238095238095,W,D,W,D,W,D,5.0,6.0,21.0,-1.0,-0.047619047619047616,0.9047619047619048,WDW,DWD,7,5,0.09523809523809523
965,Man United,Birmingham,2,0,H,31,19,21,23,1.6666666666666667,1.1904761904761905,L,L,W,D,D,W,3.0,18.0,21.0,-15.0,0.47619047619047616,-0.19047619047619047,LLW,DDW,3,5,-0.09523809523809523
966,Southampton,Sunderland,2,1,H,22,13,19,28,1.380952380952381,0.8571428571428571,D,D,D,L,D,W,11.0,17.0,21.0,-6.0,0.14285714285714285,-0.7142857142857143,DDD,LDW,3,4,-0.047619047619047616
967,Arsenal,Liverpool,1,1,D,41,29,21,20,2.0,1.5714285714285714,W,W,D,D,D,L,1.0,2.0,21.0,-1.0,0.9523809523809523,0.42857142857142855,WWD,DDL,7,2,0.23809523809523808
968,Newcastle,Tottenham,2,1,H,34,29,29,28,1.6666666666666667,1.5238095238095237,W,L,W,D,W,D,4.0,9.0,21.0,-5.0,0.23809523809523808,0.047619047619047616,WLW,DWD,6,5,0.047619047619047616
969,Arsenal,Chelsea,3,2,H,41,34,21,15,2.0,1.8095238095238095,W,W,D,D,W,D,1.0,6.0,21.0,-5.0,0.9523809523809523,0.9047619047619048,WWD,DWD,7,5,0.09523809523809523
970,Aston Villa,Bolton,2,0,H,19,23,23,37,1.1363636363636365,0.8636363636363636,W,L,L,L,D,W,8.0,16.0,22.0,-8.0,-0.18181818181818182,-0.6363636363636364,WLL,LDW,3,4,-0.045454545454545456
971,Blackburn,Middlesboro,1,0,H,28,25,25,20,1.3181818181818181,1.3181818181818181,D,D,W,L,W,L,10.0,12.0,22.0,-2.0,0.13636363636363635,0.22727272727272727,DDW,LWL,5,3,0.09090909090909091
972,Everton,Man City,2,2,D,23,28,22,29,1.5909090909090908,1.3636363636363635,D,D,D,W,W,L,15.0,18.0,22.0,-3.0,0.045454545454545456,-0.045454545454545456,DDD,WWL,3,6,-0.13636363636363635
973,Leeds,Birmingham,2,0,H,28,19,27,25,1.2272727272727273,1.1363636363636365,W,W,D,L,D,D,5.0,18.0,22.0,-13.0,0.045454545454545456,-0.2727272727272727,WWD,LDD,7,2,0.22727272727272727
974,Man United,Sunderland,2,1,H,33,14,21,30,1.7272727272727273,0.8181818181818182,W,L,L,L,L,D,3.0,17.0,22.0,-14.0,0.5454545454545454,-0.7272727272727273,WLL,LLD,3,1,0.09090909090909091
975,Newcastle,Liverpool,1,0,H,35,30,29,21,1.7272727272727273,1.5454545454545454,W,W,L,D,D,D,4.0,2.0,22.0,2.0,0.2727272727272727,0.4090909090909091,WWL,DDD,6,3,0.13636363636363635
976,Southampton,Tottenham,1,0,H,24,30,20,30,1.4545454545454546,1.4545454545454546,W,D,D,L,D,W,11.0,9.0,22.0,2.0,0.18181818181818182,0.0,WDD,LDW,5,4,0.045454545454545456
977,Bolton,Fulham,0,0,D,23,23,37,27,0.8636363636363636,1.0454545454545454,L,D,W,L,D,L,16.0,13.0,22.0,3.0,-0.6363636363636364,-0.18181818181818182,LDW,LDL,4,1,0.13636363636363635
978,Chelsea,Charlton,4,1,H,34,24,17,25,1.7272727272727273,1.3181818181818181,L,D,W,W,D,D,6.0,14.0,22.0,-8.0,0.7727272727272727,-0.045454545454545456,LDW,WDD,4,5,-0.045454545454545456
979,Liverpool,Aston Villa,1,1,D,30,19,21,23,1.5454545454545454,1.1363636363636365,D,D,D,W,L,L,2.0,8.0,22.0,-6.0,0.4090909090909091,-0.18181818181818182,DDD,WLL,3,3,0.0
980,Man City,Leeds,2,1,H,30,30,31,27,1.3478260869565217,1.3043478260869565,D,W,W,W,W,W,18.0,5.0,23.0,13.0,-0.043478260869565216,0.13043478260869565,DWW,WWW,7,9,-0.08695652173913043
981,Middlesboro,Southampton,2,2,D,25,25,21,20,1.2608695652173914,1.5217391304347827,L,L,W,W,W,D,12.0,11.0,23.0,1.0,0.17391304347826086,0.21739130434782608,LLW,WWD,3,7,-0.17391304347826086
982,Sunderland,Blackburn,0,0,D,15,29,32,25,0.782608695652174,1.391304347826087,L,L,L,W,D,D,17.0,10.0,23.0,7.0,-0.7391304347826086,0.17391304347826086,LLL,WDD,0,5,-0.21739130434782608
983,West Brom,Man United,1,3,A,17,35,35,22,0.6956521739130435,1.7826086956521738,L,L,L,W,W,L,18.0,3.0,23.0,15.0,-0.782608695652174,0.5652173913043478,LLL,WWL,0,6,-0.2608695652173913
984,West Ham,Newcastle,2,2,D,23,37,40,31,0.7391304347826086,1.6956521739130435,D,D,D,D,W,W,7.0,4.0,23.0,3.0,-0.7391304347826086,0.2608695652173913,DDD,DWW,3,7,-0.17391304347826086
985,Birmingham,Arsenal,0,4,A,19,45,27,24,1.0869565217391304,2.0,L,L,D,W,D,W,18.0,1.0,23.0,17.0,-0.34782608695652173,0.9130434782608695,LLD,WDW,1,7,-0.2608695652173913
986,Tottenham,Everton,4,3,H,30,25,31,24,1.391304347826087,1.565217391304348,L,L,D,D,D,D,9.0,15.0,23.0,-6.0,-0.043478260869565216,0.043478260869565216,LLD,DDD,1,3,-0.08695652173913043
987,Aston Villa,Tottenham,0,1,A,21,30,23,31,1.2173913043478262,1.391304347826087,W,W,L,L,L,D,8.0,9.0,23.0,-1.0,-0.08695652173913043,-0.043478260869565216,WWL,LLD,6,1,0.21739130434782608
988,Blackburn,Birmingham,1,1,D,29,19,25,27,1.391304347826087,1.0869565217391304,W,D,D,L,L,D,10.0,18.0,23.0,-8.0,0.17391304347826086,-0.34782608695652173,WDD,LLD,5,1,0.17391304347826086
989,Charlton,Bolton,1,1,D,25,23,29,37,1.2608695652173914,0.8695652173913043,L,W,D,D,L,D,14.0,16.0,23.0,-2.0,-0.17391304347826086,-0.6086956521739131,LWD,DLD,4,2,0.08695652173913043
990,Everton,Sunderland,2,1,H,28,15,28,32,1.5,0.7916666666666666,L,D,D,D,L,L,15.0,17.0,24.0,-2.0,0.0,-0.7083333333333334,LDD,DLL,2,1,0.041666666666666664
991,Leeds,West Brom,0,0,D,31,17,29,35,1.25,0.7083333333333334,L,W,W,D,L,L,5.0,18.0,24.0,-13.0,0.08333333333333333,-0.75,LWW,DLL,6,1,0.20833333333333334
992,Man United,Chelsea,2,1,H,38,40,23,21,1.8333333333333333,1.7083333333333333,W,W,W,W,L,L,3.0,6.0,24.0,-3.0,0.625,0.7916666666666666,WWW,WLL,9,3,0.25
993,Newcastle,Man City,2,0,H,39,32,31,32,1.75,1.4166666666666667,W,D,W,W,D,W,4.0,18.0,24.0,-14.0,0.3333333333333333,0.0,WDW,WDW,7,7,0.0
994,Southampton,Liverpool,0,1,A,27,31,22,23,1.5,1.4583333333333333,D,W,W,D,L,D,11.0,2.0,24.0,9.0,0.20833333333333334,0.3333333333333333,DWW,DLD,7,2,0.20833333333333334
995,Arsenal,West Ham,3,1,H,49,24,24,43,2.0416666666666665,0.7083333333333334,W,W,D,L,D,D,1.0,7.0,24.0,-6.0,1.0416666666666667,-0.7916666666666666,WWD,LDD,7,2,0.20833333333333334
996,Fulham,Middlesboro,1,0,H,24,27,27,23,1.125,1.25,W,D,L,D,L,L,13.0,12.0,24.0,1.0,-0.125,0.16666666666666666,WDL,DLL,4,1,0.125
997,Charlton,West Ham,4,2,H,26,24,30,43,1.25,0.7083333333333334,D,L,W,L,D,D,14.0,7.0,24.0,7.0,-0.16666666666666666,-0.7916666666666666,DLW,LDD,4,2,0.08333333333333333
998,Newcastle,Bolton,1,0,H,39,24,31,38,1.75,0.875,W,D,W,D,D,L,4.0,16.0,24.0,-12.0,0.3333333333333333,-0.5833333333333334,WDW,DDL,7,2,0.20833333333333334
999,Bolton,Everton,1,2,A,24,28,38,28,0.875,1.5,D,D,L,L,D,D,16.0,15.0,24.0,1.0,-0.5833333333333334,0.0,DDL,LDD,2,2,0.0
1000,Chelsea,Leeds,3,2,H,41,31,23,29,1.64,1.24,L,W,L,D,L,W,6.0,5.0,25.0,1.0,0.72,0.08,LWL,DLW,3,4,-0.04
1001,Middlesboro,Aston Villa,2,5,A,27,22,24,25,1.2,1.16,L,D,L,L,D,W,12.0,8.0,25.0,4.0,0.12,-0.12,LDL,LDW,1,4,-0.12
1002,Sunderland,Southampton,0,1,A,16,27,34,23,0.76,1.44,L,D,L,L,D,W,17.0,11.0,25.0,6.0,-0.72,0.16,LDL,LDW,1,4,-0.12
1003,Liverpool,Arsenal,2,2,D,32,52,23,25,1.52,2.08,W,D,L,W,W,W,2.0,1.0,25.0,1.0,0.36,1.08,WDL,WWW,4,9,-0.2
1004,Man City,Fulham,4,1,H,32,25,34,31,1.36,1.08,L,W,D,L,W,D,18.0,13.0,25.0,5.0,-0.08,-0.24,LWD,LWD,4,4,0.0
1005,Tottenham,Newcastle,0,1,A,35,40,34,31,1.52,1.8,W,W,L,W,W,D,9.0,4.0,25.0,5.0,0.04,0.36,WWL,WWD,6,7,-0.04
1006,West Brom,Charlton,0,1,A,17,30,36,32,0.68,1.32,L,D,L,W,D,L,18.0,14.0,25.0,4.0,-0.76,-0.08,LDL,WDL,1,4,-0.12
1007,West Ham,Blackburn,2,1,H,26,30,47,26,0.68,1.36,L,L,D,D,D,W,7.0,10.0,25.0,-3.0,-0.84,0.16,LLD,DDW,1,5,-0.16
1008,Arsenal,Fulham,2,1,H,52,25,25,31,2.08,1.08,W,W,W,L,W,D,1.0,13.0,25.0,-12.0,1.08,-0.24,WWW,LWD,9,4,0.2
1009,Bolton,Birmingham,4,2,H,24,20,39,32,0.84,1.04,L,D,D,D,L,L,16.0,18.0,25.0,-2.0,-0.6,-0.48,LDD,DLL,2,1,0.04
1010,Chelsea,Tottenham,1,1,D,44,35,25,35,1.6923076923076923,1.4615384615384615,W,L,W,L,W,W,6.0,9.0,26.0,-3.0,0.7307692307692307,0.0,WLW,LWW,6,6,0.0
1011,Everton,Leeds,2,0,H,32,33,30,32,1.6153846153846154,1.1923076923076923,W,W,L,L,D,L,15.0,5.0,26.0,10.0,0.07692307692307693,0.038461538461538464,WWL,LDL,6,1,0.19230769230769232
1012,Man City,West Brom,1,2,A,36,19,35,37,1.4230769230769231,0.7692307692307693,W,L,W,W,L,D,18.0,18.0,26.0,0.0,0.038461538461538464,-0.6923076923076923,WLW,WLD,6,4,0.07692307692307693
1013,Southampton,Man United,0,2,A,28,42,23,24,1.5,1.9230769230769231,W,L,D,W,W,W,11.0,3.0,26.0,8.0,0.19230769230769232,0.6923076923076923,WLD,WWW,4,9,-0.19230769230769232
1014,Sunderland,Charlton,1,3,A,16,31,35,32,0.7307692307692307,1.3846153846153846,L,L,D,W,W,D,17.0,14.0,26.0,3.0,-0.7307692307692307,-0.038461538461538464,LLD,WWD,1,7,-0.23076923076923078
1015,Aston Villa,Blackburn,3,0,H,27,31,27,28,1.2307692307692308,1.3076923076923077,W,L,D,L,D,D,8.0,10.0,26.0,-2.0,0.0,0.11538461538461539,WLD,LDD,4,2,0.07692307692307693
1016,West Ham,Liverpool,0,3,A,28,34,48,25,0.7692307692307693,1.5,W,L,L,D,W,D,7.0,2.0,26.0,5.0,-0.7692307692307693,0.34615384615384615,WLL,DWD,3,5,-0.07692307692307693
1017,Birmingham,Man United,0,1,A,22,42,36,24,1.0,1.9230769230769231,L,D,L,W,W,W,18.0,3.0,26.0,15.0,-0.5384615384615384,0.6923076923076923,LDL,WWW,1,9,-0.3076923076923077
1018,Birmingham,Chelsea,1,3,A,22,44,36,25,1.0,1.6923076923076923,L,D,L,W,L,W,18.0,6.0,26.0,12.0,-0.5384615384615384,0.7307692307692307,LDL,WLW,1,6,-0.19230769230769232
1019,Blackburn,Southampton,1,0,H,31,28,28,23,1.3076923076923077,1.5,L,D,D,W,L,D,10.0,11.0,26.0,-1.0,0.11538461538461539,0.19230769230769232,LDD,WLD,2,4,-0.07692307692307693
1020,Charlton,Everton,2,1,H,34,34,33,30,1.4444444444444444,1.6666666666666667,W,W,W,W,W,W,14.0,15.0,27.0,-1.0,0.037037037037037035,0.14814814814814814,WWW,WWW,9,9,0.0
1021,Fulham,Aston Villa,2,1,H,28,30,34,27,1.1111111111111112,1.2962962962962963,W,L,L,W,W,L,13.0,8.0,27.0,5.0,-0.2222222222222222,0.1111111111111111,WLL,WWL,3,6,-0.1111111111111111
1022,Leeds,West Ham,1,0,H,33,28,34,51,1.1481481481481481,0.7407407407407407,L,L,D,L,W,L,5.0,7.0,27.0,-2.0,-0.037037037037037035,-0.8518518518518519,LLD,LWL,1,3,-0.07407407407407407
1023,Liverpool,Middlesboro,1,1,D,37,30,25,30,1.5555555555555556,1.1481481481481481,W,D,W,D,L,L,2.0,12.0,27.0,-10.0,0.4444444444444444,0.0,WDW,DLL,7,1,0.2222222222222222
1024,Tottenham,Sunderland,4,1,H,36,17,36,38,1.4444444444444444,0.7037037037037037,D,L,W,L,L,L,9.0,17.0,27.0,-8.0,0.0,-0.7777777777777778,DLW,LLL,4,0,0.14814814814814814
1025,West Brom,Bolton,1,1,D,20,29,38,43,0.7777777777777778,0.8888888888888888,D,W,L,W,L,L,18.0,16.0,27.0,2.0,-0.6666666666666666,-0.5185185185185185,DWL,WLL,4,3,0.037037037037037035
1026,Man United,Man City,1,1,D,43,37,24,37,1.962962962962963,1.3703703703703705,W,W,W,L,W,L,3.0,18.0,27.0,-15.0,0.7037037037037037,0.0,WWW,LWL,9,3,0.2222222222222222
1027,Newcastle,Arsenal,1,1,D,42,56,32,28,1.8148148148148149,2.074074074074074,D,W,W,W,D,W,4.0,1.0,27.0,3.0,0.37037037037037035,1.037037037037037,DWW,WDW,7,7,0.0
1028,Fulham,West Brom,3,0,H,28,20,34,38,1.1111111111111112,0.7777777777777778,W,L,L,D,W,L,13.0,18.0,27.0,-5.0,-0.2222222222222222,-0.6666666666666666,WLL,DWL,3,4,-0.037037037037037035
1029,Bolton,Man United,1,1,D,29,43,43,24,0.8888888888888888,1.962962962962963,W,L,L,W,W,W,16.0,3.0,27.0,13.0,-0.5185185185185185,0.7037037037037037,WLL,WWW,3,9,-0.2222222222222222
1030,Charlton,Aston Villa,3,0,H,36,31,34,29,1.5,1.25,W,W,W,L,W,W,14.0,8.0,28.0,6.0,0.07142857142857142,0.07142857142857142,WWW,LWW,9,6,0.10714285714285714
1031,Chelsea,Blackburn,1,2,A,48,32,27,31,1.7142857142857142,1.3214285714285714,W,D,W,W,L,L,6.0,10.0,28.0,-4.0,0.75,0.03571428571428571,WDW,WLL,7,3,0.14285714285714285
1032,Everton,Southampton,2,1,H,35,28,32,26,1.6071428571428572,1.3928571428571428,L,W,W,L,L,W,15.0,11.0,28.0,4.0,0.10714285714285714,0.07142857142857142,LWW,LLW,6,3,0.10714285714285714
1033,Leeds,Newcastle,0,3,A,34,45,34,32,1.2142857142857142,1.8571428571428572,W,L,L,W,D,W,5.0,4.0,28.0,1.0,0.0,0.4642857142857143,WLL,WDW,3,7,-0.14285714285714285
1034,Man City,Arsenal,1,5,A,38,57,38,29,1.3571428571428572,2.0357142857142856,D,L,W,D,W,D,18.0,1.0,28.0,17.0,0.0,1.0,DLW,DWD,4,5,-0.03571428571428571
1035,Sunderland,Middlesboro,1,3,A,18,33,42,31,0.6785714285714286,1.2142857142857142,L,L,L,W,D,L,17.0,12.0,28.0,5.0,-0.8571428571428571,0.07142857142857142,LLL,WDL,0,4,-0.14285714285714285
1036,Birmingham,Liverpool,2,1,H,23,38,40,26,0.9285714285714286,1.5357142857142858,L,L,L,D,W,D,18.0,2.0,28.0,16.0,-0.6071428571428571,0.42857142857142855,LLL,DWD,0,5,-0.17857142857142858
1037,West Brom,West Ham,1,2,A,20,28,41,52,0.75,0.7142857142857143,L,D,W,L,L,W,18.0,7.0,28.0,11.0,-0.75,-0.8571428571428571,LDW,LLW,4,3,0.03571428571428571
1038,Tottenham,Fulham,1,1,D,40,31,37,34,1.5,1.1785714285714286,W,D,L,W,W,L,9.0,13.0,28.0,-4.0,0.10714285714285714,-0.10714285714285714,WDL,WWL,4,6,-0.07142857142857142
1039,Blackburn,Man City,1,0,H,32,38,31,38,1.3214285714285714,1.3571428571428572,W,L,L,D,L,W,10.0,18.0,28.0,-8.0,0.03571428571428571,0.0,WLL,DLW,3,4,-0.03571428571428571
1040,Fulham,Sunderland,1,0,H,32,19,35,45,1.1724137931034482,0.6551724137931034,D,W,W,L,L,L,13.0,17.0,29.0,-4.0,-0.10344827586206896,-0.896551724137931,DWW,LLL,7,0,0.2413793103448276
1041,Middlesboro,Everton,1,1,D,34,37,32,33,1.206896551724138,1.6551724137931034,D,W,D,W,L,W,12.0,15.0,29.0,-3.0,0.06896551724137931,0.13793103448275862,DWD,WLW,5,6,-0.034482758620689655
1042,Newcastle,Chelsea,2,1,H,47,49,33,29,1.896551724137931,1.6551724137931034,W,W,D,L,W,D,4.0,6.0,29.0,-2.0,0.4827586206896552,0.6896551724137931,WWD,LWD,7,4,0.10344827586206896
1043,Southampton,West Brom,1,0,H,29,21,28,43,1.3448275862068966,0.7241379310344828,L,L,L,L,L,D,11.0,18.0,29.0,-7.0,0.034482758620689655,-0.7586206896551724,LLL,LLD,0,1,-0.034482758620689655
1044,West Ham,Tottenham,2,0,H,30,41,53,38,0.7931034482758621,1.4827586206896552,W,L,L,D,W,D,7.0,9.0,29.0,-2.0,-0.7931034482758621,0.10344827586206896,WLL,DWD,3,5,-0.06896551724137931
1045,Arsenal,Charlton,2,0,H,62,39,30,34,2.0689655172413794,1.5517241379310345,W,D,W,W,W,W,1.0,14.0,29.0,-13.0,1.103448275862069,0.1724137931034483,WDW,WWW,7,9,-0.06896551724137931
1046,Aston Villa,Birmingham,0,2,A,31,25,32,41,1.206896551724138,1.0,L,L,W,W,L,L,8.0,18.0,29.0,-10.0,-0.034482758620689655,-0.5517241379310345,LLW,WLL,3,3,0.0
1047,Man United,Leeds,2,1,H,45,34,26,37,1.896551724137931,1.1724137931034482,D,D,W,L,W,L,3.0,5.0,29.0,-2.0,0.6551724137931034,-0.10344827586206896,DDW,LWL,5,3,0.06896551724137931
1048,Middlesboro,Newcastle,1,0,H,34,47,32,33,1.206896551724138,1.896551724137931,D,W,D,W,W,D,12.0,4.0,29.0,8.0,0.06896551724137931,0.4827586206896552,DWD,WWD,5,7,-0.06896551724137931
1049,Liverpool,Bolton,2,0,H,39,31,28,45,1.4827586206896552,0.896551724137931,L,D,W,D,D,W,2.0,16.0,29.0,-14.0,0.3793103448275862,-0.4827586206896552,LDW,DDW,4,5,-0.034482758620689655
1050,Aston Villa,Man United,0,1,A,31,47,34,27,1.1666666666666667,1.9333333333333333,L,L,L,W,D,D,8.0,3.0,30.0,5.0,-0.1,0.6666666666666666,LLL,WDD,0,5,-0.16666666666666666
1051,Blackburn,Arsenal,2,0,H,35,64,32,30,1.4333333333333333,2.1,W,W,W,W,W,D,10.0,1.0,30.0,9.0,0.1,1.1333333333333333,WWW,WWD,9,7,0.06666666666666667
1052,Charlton,Newcastle,0,2,A,39,47,36,34,1.5,1.8333333333333333,L,W,W,L,W,W,14.0,4.0,30.0,10.0,0.1,0.43333333333333335,LWW,LWW,6,6,0.0
1053,Everton,West Ham,0,0,D,38,32,34,53,1.6333333333333333,0.8666666666666667,D,W,L,W,W,L,15.0,7.0,30.0,8.0,0.13333333333333333,-0.7,DWL,WWL,4,6,-0.06666666666666667
1054,Fulham,Southampton,2,2,D,33,30,35,28,1.2333333333333334,1.4,W,D,W,W,L,L,13.0,11.0,30.0,2.0,-0.06666666666666667,0.06666666666666667,WDW,WLL,7,3,0.13333333333333333
1055,Leeds,Middlesboro,2,3,A,35,35,39,32,1.1333333333333333,1.2666666666666666,L,L,W,W,D,W,5.0,12.0,30.0,-7.0,-0.13333333333333333,0.1,LLW,WDW,3,7,-0.13333333333333333
1056,Sunderland,Bolton,0,2,A,19,31,46,47,0.6333333333333333,0.8666666666666667,L,L,L,L,D,D,17.0,16.0,30.0,1.0,-0.9,-0.5333333333333333,LLL,LDD,0,2,-0.06666666666666667
1057,Man City,Birmingham,1,0,H,39,27,44,41,1.2666666666666666,1.0666666666666667,L,L,D,W,W,L,18.0,18.0,30.0,0.0,-0.16666666666666666,-0.4666666666666667,LLD,WWL,1,6,-0.16666666666666666
1058,Tottenham,Liverpool,2,3,A,41,41,40,28,1.4333333333333333,1.5333333333333334,L,D,W,W,L,D,9.0,2.0,30.0,7.0,0.03333333333333333,0.43333333333333335,LDW,WLD,4,4,0.0
1059,West Brom,Chelsea,0,2,A,21,50,44,31,0.7,1.6,L,L,L,L,L,W,18.0,6.0,30.0,12.0,-0.7666666666666667,0.6333333333333333,LLL,LLW,0,3,-0.1
1060,Birmingham,West Brom,1,0,H,27,21,42,46,1.032258064516129,0.6774193548387096,L,W,W,L,L,L,18.0,18.0,31.0,0.0,-0.4838709677419355,-0.8064516129032258,LWW,LLL,6,0,0.1935483870967742
1061,Chelsea,Man City,5,0,H,52,40,31,44,1.6451612903225807,1.3225806451612903,W,L,L,W,L,L,6.0,18.0,31.0,-12.0,0.6774193548387096,-0.12903225806451613,WLL,WLL,3,3,0.0
1062,Man United,Fulham,3,0,H,48,35,27,37,1.967741935483871,1.2258064516129032,W,W,D,D,W,D,3.0,13.0,31.0,-10.0,0.6774193548387096,-0.06451612903225806,WWD,DWD,7,5,0.06451612903225806
1063,Middlesboro,Charlton,1,1,D,38,39,34,38,1.3225806451612903,1.4516129032258065,W,W,D,L,L,W,12.0,14.0,31.0,-2.0,0.12903225806451613,0.03225806451612903,WWD,LLW,7,3,0.12903225806451613
1064,Newcastle,Blackburn,5,1,H,49,37,34,32,1.8709677419354838,1.4838709677419355,W,L,W,W,W,W,4.0,10.0,31.0,-6.0,0.4838709677419355,0.16129032258064516,WLW,WWW,6,9,-0.0967741935483871
1065,Southampton,Aston Villa,2,2,D,32,31,30,35,1.3870967741935485,1.1290322580645162,D,W,L,L,L,L,11.0,8.0,31.0,3.0,0.06451612903225806,-0.12903225806451613,DWL,LLL,4,0,0.12903225806451613
1066,West Ham,Sunderland,2,0,H,32,19,53,48,0.8709677419354839,0.6129032258064516,D,W,W,L,L,L,7.0,17.0,31.0,-10.0,-0.6774193548387096,-0.9354838709677419,DWW,LLL,7,0,0.22580645161290322
1067,Arsenal,Everton,2,1,H,64,38,32,34,2.032258064516129,1.6129032258064515,L,W,W,D,D,W,1.0,15.0,31.0,-14.0,1.032258064516129,0.12903225806451613,LWW,DDW,6,5,0.03225806451612903
1068,Liverpool,Leeds,3,1,H,44,37,30,42,1.5806451612903225,1.096774193548387,W,W,L,L,L,L,2.0,5.0,31.0,-3.0,0.45161290322580644,-0.16129032258064516,WWL,LLL,6,0,0.1935483870967742
1069,Bolton,Tottenham,1,0,H,33,43,47,43,0.9354838709677419,1.3870967741935485,W,L,D,L,L,D,16.0,9.0,31.0,7.0,-0.45161290322580644,0.0,WLD,LLD,4,1,0.0967741935483871
1070,Aston Villa,Arsenal,1,1,D,33,66,37,33,1.125,2.0625,D,L,L,W,L,W,8.0,1.0,32.0,7.0,-0.125,1.03125,DLL,WLW,1,6,-0.15625
1071,Bolton,Man City,2,0,H,34,40,47,49,1.0,1.28125,W,W,L,L,W,L,16.0,18.0,32.0,-2.0,-0.40625,-0.28125,WWL,LWL,6,3,0.09375
1072,Charlton,Leeds,1,6,A,40,38,39,45,1.4375,1.0625,D,L,L,L,L,L,14.0,5.0,32.0,9.0,0.03125,-0.21875,DLL,LLL,1,0,0.03125
1073,Man United,Liverpool,4,0,H,51,47,27,31,2.0,1.625,W,W,W,W,W,W,3.0,2.0,32.0,1.0,0.75,0.5,WWW,WWW,9,9,0.0
1074,Middlesboro,West Brom,3,0,H,39,21,35,47,1.3125,0.65625,D,W,W,L,L,L,12.0,18.0,32.0,-6.0,0.125,-0.8125,DWW,LLL,7,0,0.21875
1075,Southampton,West Ham,1,1,D,34,34,32,53,1.375,0.9375,D,D,W,W,D,W,11.0,7.0,32.0,4.0,0.0625,-0.59375,DDW,WDW,5,7,-0.0625
1076,Sunderland,Chelsea,1,2,A,19,57,50,31,0.59375,1.6875,L,L,L,W,W,L,17.0,6.0,32.0,11.0,-0.96875,0.8125,LLL,WWL,0,6,-0.1875
1077,Tottenham,Birmingham,2,1,H,43,28,44,42,1.34375,1.09375,L,L,L,W,L,W,9.0,18.0,32.0,-9.0,-0.03125,-0.4375,LLL,WLW,0,6,-0.1875
1078,Everton,Newcastle,2,1,H,39,54,36,35,1.5625,1.90625,L,D,D,W,W,L,15.0,4.0,32.0,11.0,0.09375,0.59375,LDD,WWL,2,6,-0.125
1079,Fulham,Blackburn,0,4,A,35,38,40,37,1.1875,1.4375,L,D,W,L,W,W,13.0,10.0,32.0,3.0,-0.15625,0.03125,LDW,LWW,4,6,-0.0625
1080,Birmingham,Sunderland,2,0,H,29,20,44,52,1.0606060606060606,0.5757575757575758,L,W,L,L,L,L,18.0,17.0,33.0,1.0,-0.45454545454545453,-0.9696969696969697,LWL,LLL,3,0,0.09090909090909091
1081,Blackburn,Charlton,1,0,H,42,41,37,45,1.4848484848484849,1.393939393939394,W,L,W,L,D,L,10.0,14.0,33.0,-4.0,0.15151515151515152,-0.12121212121212122,WLW,LDL,6,1,0.15151515151515152
1082,Chelsea,Bolton,1,0,H,59,36,32,47,1.7272727272727273,1.0606060606060606,W,W,W,W,W,W,6.0,16.0,33.0,-10.0,0.8181818181818182,-0.3333333333333333,WWW,WWW,9,9,0.0
1083,Leeds,Tottenham,2,2,D,44,45,46,45,1.121212121212121,1.393939393939394,W,L,L,W,L,L,5.0,9.0,33.0,-4.0,-0.06060606060606061,0.0,WLL,WLL,3,3,0.0
1084,Liverpool,Fulham,2,0,H,47,35,35,44,1.5757575757575757,1.1515151515151516,L,W,W,L,L,D,2.0,13.0,33.0,-11.0,0.36363636363636365,-0.2727272727272727,LWW,LLD,6,1,0.15151515151515152
1085,Man City,Middlesboro,0,0,D,40,42,51,35,1.2424242424242424,1.3636363636363635,L,L,W,W,D,W,18.0,12.0,33.0,6.0,-0.3333333333333333,0.21212121212121213,LLW,WDW,3,7,-0.12121212121212122
1086,Newcastle,Man United,2,6,A,55,55,37,27,1.8484848484848484,2.0303030303030303,L,W,W,W,W,W,4.0,3.0,33.0,1.0,0.5454545454545454,0.8484848484848485,LWW,WWW,6,9,-0.09090909090909091
1087,West Brom,Everton,1,2,A,21,41,50,37,0.6363636363636364,1.606060606060606,L,L,L,W,L,D,18.0,15.0,33.0,3.0,-0.8787878787878788,0.12121212121212122,LLL,WLD,0,4,-0.12121212121212122
1088,West Ham,Aston Villa,2,2,D,35,34,54,38,0.9393939393939394,1.121212121212121,D,W,D,D,D,L,7.0,8.0,33.0,-1.0,-0.5757575757575758,-0.12121212121212122,DWD,DDL,5,2,0.09090909090909091
1089,Arsenal,Man United,2,2,D,67,55,34,27,2.0303030303030303,2.0303030303030303,D,W,L,W,W,W,1.0,3.0,33.0,-2.0,1.0,0.8484848484848485,DWL,WWW,4,9,-0.15151515151515152
