,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
138,Coventry,Ipswich,0,1,A,13,19,28,14,0.7857142857142857,1.5,L,L,L,W,L,W,14.0,18.0,14.0,-4.0,-1.0714285714285714,0.35714285714285715,LLL,WLW,0,6,-0.42857142857142855
139,Charlton,Sunderland,0,1,A,19,12,20,15,1.2857142857142858,1.2142857142857142,L,W,L,D,L,W,18.0,7.0,14.0,11.0,-0.07142857142857142,-0.21428571428571427,LWL,DLW,3,4,-0.07142857142857142
140,Coventry,Aston Villa,1,1,D,13,17,29,12,0.7333333333333333,1.5333333333333334,L,L,L,D,L,W,14.0,6.0,15.0,8.0,-1.0666666666666667,0.3333333333333333,LLL,DLW,0,4,-0.26666666666666666
141,Derby,Man United,0,3,A,18,36,28,10,0.6666666666666666,2.2,W,D,D,W,W,W,16.0,1.0,15.0,15.0,-0.6666666666666666,1.7333333333333334,WDD,WWW,5,9,-0.26666666666666666
142,Everton,Chelsea,2,1,H,17,25,20,20,1.2,1.1333333333333333,W,W,L,L,D,L,13.0,5.0,15.0,8.0,-0.2,0.3333333333333333,WWL,LDL,6,1,0.3333333333333333
143,Man City,Ipswich,2,3,A,15,20,25,14,0.9333333333333333,1.6,L,L,L,W,W,L,18.0,18.0,15.0,0.0,-0.6666666666666666,0.4,LLL,WWL,0,6,-0.4
144,Middlesbrough,Bradford,2,2,D,17,5,24,22,0.6666666666666666,0.4666666666666667,L,L,L,L,L,L,12.0,17.0,15.0,-5.0,-0.4666666666666667,-1.1333333333333333,LLL,LLL,0,0,0.0
145,Southampton,West Ham,2,3,A,19,18,24,15,1.1333333333333333,1.2,W,D,W,W,W,D,15.0,9.0,15.0,6.0,-0.3333333333333333,0.2,WDW,WWD,7,7,0.0
146,Tottenham,Leicester,3,0,H,19,14,21,8,1.3333333333333333,1.7333333333333334,W,L,W,W,D,W,10.0,8.0,15.0,2.0,-0.13333333333333333,0.4,WLW,WDW,6,7,-0.06666666666666667
147,Leeds,Arsenal,1,0,H,21,23,19,12,1.4666666666666666,1.8666666666666667,W,L,D,L,D,W,3.0,2.0,15.0,1.0,0.13333333333333333,0.7333333333333333,WLD,LDW,4,4,0.0
148,Newcastle,Liverpool,2,1,H,15,28,14,21,1.3333333333333333,1.6,L,D,W,L,W,L,11.0,4.0,15.0,7.0,0.06666666666666667,0.4666666666666667,LDW,LWL,4,3,0.06666666666666667
149,Arsenal,Southampton,1,0,H,23,19,12,24,1.8666666666666667,1.1333333333333333,L,D,W,W,D,W,2.0,15.0,15.0,-13.0,0.7333333333333333,-0.3333333333333333,LDW,WDW,4,7,-0.2
150,Aston Villa,Newcastle,1,1,D,18,17,13,15,1.5,1.4375,D,D,L,W,L,D,6.0,11.0,16.0,-5.0,0.3125,0.125,DDL,WLD,2,4,-0.125
151,Bradford,Coventry,2,1,H,7,14,24,30,0.5,0.75,D,L,L,D,L,L,17.0,14.0,16.0,3.0,-1.0625,-1.0,DLL,DLL,1,1,0.0
152,Ipswich,Derby,0,1,A,23,18,16,31,1.6875,0.625,W,W,W,L,W,D,18.0,16.0,16.0,2.0,0.4375,-0.8125,WWW,LWD,9,4,0.3125
153,Leicester,Leeds,3,1,H,14,22,11,22,1.625,1.375,L,W,D,L,W,L,8.0,3.0,16.0,5.0,0.1875,0.0,LWD,LWL,4,3,0.0625
154,Liverpool,Charlton,3,0,H,29,21,23,21,1.5,1.3125,L,L,W,L,W,L,4.0,18.0,16.0,-14.0,0.375,0.0,LLW,LWL,3,3,0.0
155,Man United,Tottenham,2,0,H,39,22,10,21,2.25,1.4375,W,W,W,W,W,L,1.0,10.0,16.0,-9.0,1.8125,0.0625,WWW,WWL,9,6,0.1875
156,West Ham,Middlesbrough,1,0,H,21,19,17,26,1.3125,0.6875,W,W,W,D,L,L,9.0,12.0,16.0,-3.0,0.25,-0.4375,WWW,DLL,9,1,0.5
157,Chelsea,Man City,2,1,H,26,17,22,28,1.0625,0.875,L,L,D,L,L,L,5.0,18.0,16.0,-13.0,0.25,-0.6875,LLD,LLL,1,0,0.0625
158,Sunderland,Everton,2,0,H,15,19,16,21,1.4375,1.3125,W,W,D,W,W,W,7.0,13.0,16.0,-6.0,-0.0625,-0.125,WWD,WWW,7,9,-0.125
159,Arsenal,Newcastle,5,0,H,23,17,13,15,1.75,1.4375,L,L,D,W,L,D,2.0,11.0,16.0,-9.0,0.625,0.125,LLD,WLD,1,4,-0.1875
160,Bradford,Tottenham,3,3,D,9,22,25,23,0.6470588235294118,1.3529411764705883,W,D,L,L,W,W,17.0,10.0,17.0,7.0,-0.9411764705882353,-0.058823529411764705,WDL,LWW,4,6,-0.11764705882352941
161,Charlton,Man United,3,3,D,21,41,24,10,1.2352941176470589,2.2941176470588234,L,L,W,W,W,W,18.0,1.0,17.0,17.0,-0.17647058823529413,1.8235294117647058,LLW,WWW,3,9,-0.35294117647058826
162,Chelsea,Derby,4,1,H,28,19,23,31,1.1764705882352942,0.7647058823529411,W,L,L,W,L,W,5.0,16.0,17.0,-11.0,0.29411764705882354,-0.7058823529411765,WLL,WLW,3,6,-0.17647058823529413
163,Man City,Everton,5,0,H,18,19,30,23,0.8235294117647058,1.2352941176470589,L,L,L,L,W,W,18.0,13.0,17.0,5.0,-0.7058823529411765,-0.23529411764705882,LLL,LWW,0,6,-0.35294117647058826
164,Southampton,Leeds,1,0,H,21,22,28,23,1.0,1.2941176470588236,L,L,W,L,L,W,15.0,3.0,17.0,12.0,-0.4117647058823529,-0.058823529411764705,LLW,LLW,3,3,0.0
165,Sunderland,Middlesbrough,1,0,H,17,19,16,27,1.5294117647058822,0.6470588235294118,W,W,W,L,D,L,7.0,12.0,17.0,-5.0,0.058823529411764705,-0.47058823529411764,WWW,LDL,9,1,0.47058823529411764
166,West Ham,Aston Villa,1,1,D,22,19,17,14,1.411764705882353,1.4705882352941178,W,W,W,D,D,D,9.0,6.0,17.0,3.0,0.29411764705882354,0.29411764705882354,WWW,DDD,9,3,0.35294117647058826
167,Coventry,Leicester,1,0,H,15,17,32,12,0.7058823529411765,1.7058823529411764,L,D,L,W,L,W,14.0,8.0,17.0,6.0,-1.0,0.29411764705882354,LDL,WLW,1,6,-0.29411764705882354
168,Liverpool,Ipswich,0,1,A,32,23,23,17,1.588235294117647,1.588235294117647,W,L,L,L,W,W,4.0,18.0,17.0,-14.0,0.5294117647058824,0.35294117647058826,WLL,LWW,3,6,-0.17647058823529413
169,Aston Villa,Man City,2,2,D,19,18,14,30,1.4705882352941178,0.8235294117647058,D,D,D,L,L,L,6.0,18.0,17.0,-12.0,0.29411764705882354,-0.7058823529411765,DDD,LLL,3,0,0.17647058823529413
170,Derby,Coventry,1,0,H,20,16,35,32,0.7222222222222222,0.8333333333333334,L,W,L,W,L,D,16.0,14.0,18.0,2.0,-0.8333333333333334,-0.8888888888888888,LWL,WLD,3,4,-0.05555555555555555
171,Everton,West Ham,1,1,D,19,23,28,18,1.1666666666666667,1.3888888888888888,L,L,W,D,W,W,13.0,9.0,18.0,4.0,-0.5,0.2777777777777778,LLW,DWW,3,7,-0.2222222222222222
172,Ipswich,Southampton,3,1,H,24,22,17,28,1.6666666666666667,1.1111111111111112,W,L,W,W,L,L,18.0,15.0,18.0,3.0,0.3888888888888889,-0.3333333333333333,WLW,WLL,6,3,0.16666666666666666
173,Leeds,Sunderland,2,0,H,24,18,23,16,1.3888888888888888,1.6111111111111112,W,L,L,W,W,W,3.0,7.0,18.0,-4.0,0.05555555555555555,0.1111111111111111,WLL,WWW,3,9,-0.3333333333333333
174,Leicester,Charlton,3,1,H,17,24,13,27,1.6111111111111112,1.2222222222222223,L,W,L,D,L,L,8.0,18.0,18.0,-10.0,0.2222222222222222,-0.16666666666666666,LWL,DLL,3,1,0.1111111111111111
175,Middlesbrough,Chelsea,1,0,H,19,32,28,24,0.6111111111111112,1.2777777777777777,L,L,D,W,W,L,12.0,5.0,18.0,7.0,-0.5,0.4444444444444444,LLD,WWL,1,6,-0.2777777777777778
176,Newcastle,Bradford,2,1,H,18,12,21,28,1.3333333333333333,0.6666666666666666,L,D,W,D,W,D,11.0,17.0,18.0,-6.0,-0.16666666666666666,-0.8888888888888888,LDW,DWD,4,5,-0.05555555555555555
177,Man United,Liverpool,0,1,A,44,32,13,24,2.2222222222222223,1.5,D,W,W,L,W,L,1.0,4.0,18.0,-3.0,1.7222222222222223,0.4444444444444444,DWW,LWL,7,3,0.2222222222222222
178,Tottenham,Arsenal,1,1,D,25,29,26,13,1.3333333333333333,1.8888888888888888,D,L,W,W,W,L,10.0,2.0,18.0,8.0,-0.05555555555555555,0.8888888888888888,DLW,WWL,4,6,-0.1111111111111111
179,Coventry,Southampton,1,1,D,16,22,32,28,0.8333333333333334,1.1111111111111112,W,L,D,W,L,L,14.0,15.0,18.0,-1.0,-0.8888888888888888,-0.3333333333333333,WLD,WLL,4,3,0.05555555555555555
180,Charlton,Everton,1,0,H,25,20,30,29,1.1578947368421053,1.1578947368421053,L,D,L,D,L,L,18.0,13.0,19.0,5.0,-0.2631578947368421,-0.47368421052631576,LDL,DLL,1,1,0.0
181,Chelsea,Bradford,3,0,H,32,13,25,30,1.2105263157894737,0.631578947368421,L,W,W,L,D,W,5.0,17.0,19.0,-12.0,0.3684210526315789,-0.8947368421052632,LWW,LDW,6,4,0.10526315789473684
182,Derby,Newcastle,2,0,H,21,20,35,22,0.8421052631578947,1.4210526315789473,W,L,W,W,L,D,16.0,11.0,19.0,5.0,-0.7368421052631579,-0.10526315789473684,WLW,WLD,6,4,0.10526315789473684
183,Leeds,Aston Villa,1,2,A,25,23,25,17,1.3157894736842106,1.5263157894736843,L,W,L,W,D,D,3.0,6.0,19.0,-3.0,0.0,0.3157894736842105,LWL,WDD,3,5,-0.10526315789473684
184,Leicester,West Ham,2,1,H,20,24,14,19,1.6842105263157894,1.368421052631579,W,L,W,D,D,W,8.0,9.0,19.0,-1.0,0.3157894736842105,0.2631578947368421,WLW,DDW,6,5,0.05263157894736842
185,Liverpool,Arsenal,4,0,H,33,30,24,14,1.5789473684210527,1.8421052631578947,W,L,W,D,W,W,4.0,2.0,19.0,2.0,0.47368421052631576,0.8421052631578947,WLW,DWW,6,7,-0.05263157894736842
186,Man United,Ipswich,2,0,H,44,27,14,18,2.1052631578947367,1.736842105263158,L,D,W,W,W,L,1.0,18.0,19.0,-17.0,1.5789473684210527,0.47368421052631576,LDW,WWL,4,6,-0.10526315789473684
187,Sunderland,Man City,1,0,H,18,25,18,32,1.5263157894736843,0.9473684210526315,L,W,W,D,W,L,7.0,18.0,19.0,-11.0,0.0,-0.3684210526315789,LWW,DWL,6,4,0.10526315789473684
188,Tottenham,Middlesbrough,0,0,D,26,20,27,28,1.3157894736842106,0.7368421052631579,D,D,L,W,L,L,10.0,12.0,19.0,-2.0,-0.05263157894736842,-0.42105263157894735,DDL,WLL,2,3,-0.05263157894736842
189,Arsenal,Leicester,6,1,H,30,20,14,14,1.8421052631578947,1.6842105263157894,D,W,W,W,L,W,2.0,8.0,19.0,-6.0,0.8421052631578947,0.3157894736842105,DWW,WLW,7,6,0.05263157894736842
190,Aston Villa,Man United,0,1,A,23,46,18,14,1.45,2.15,L,W,D,W,L,D,6.0,1.0,20.0,5.0,0.25,1.6,LWD,WLD,4,4,0.0
191,Bradford,Sunderland,1,4,A,13,19,33,18,0.6,1.6,L,L,D,W,L,W,17.0,7.0,20.0,10.0,-1.0,0.05,LLD,WLW,1,6,-0.25
192,Everton,Coventry,1,2,A,20,17,30,34,1.1,0.8,L,D,L,D,L,W,13.0,14.0,20.0,-1.0,-0.5,-0.85,LDL,DLW,1,4,-0.15
193,Ipswich,Chelsea,2,2,D,27,35,20,25,1.65,1.3,L,W,W,W,L,W,18.0,5.0,20.0,13.0,0.35,0.5,LWW,WLW,6,6,0.0
194,Man City,Derby,0,0,D,25,23,33,35,0.9,0.95,L,D,W,W,W,L,18.0,16.0,20.0,2.0,-0.4,-0.6,LDW,WWL,4,6,-0.1
195,Middlesbrough,Liverpool,1,0,H,20,37,28,24,0.75,1.65,D,W,L,W,W,L,12.0,4.0,20.0,8.0,-0.4,0.65,DWL,WWL,4,6,-0.1
196,Newcastle,Leeds,2,1,H,20,26,24,27,1.35,1.25,L,W,L,L,L,W,11.0,3.0,20.0,8.0,-0.2,-0.05,LWL,LLW,3,3,0.0
197,West Ham,Charlton,5,0,H,25,26,21,30,1.3,1.25,L,D,D,W,L,D,9.0,18.0,20.0,-9.0,0.2,-0.2,LDD,WLD,2,4,-0.1
198,Southampton,Tottenham,2,0,H,24,26,32,27,1.05,1.3,D,L,W,D,D,D,15.0,10.0,20.0,5.0,-0.4,-0.05,DLW,DDD,4,3,0.05
199,Arsenal,Sunderland,2,2,D,30,19,18,18,1.75,1.6,L,D,W,W,L,W,2.0,7.0,20.0,-5.0,0.6,0.05,LDW,WLW,4,6,-0.1
200,Ipswich,Tottenham,3,0,H,29,26,22,29,1.619047619047619,1.2380952380952381,D,L,W,L,D,D,18.0,10.0,21.0,8.0,0.3333333333333333,-0.14285714285714285,DLW,LDD,4,2,0.09523809523809523
201,Man City,Charlton,1,4,A,25,26,33,35,0.9047619047619048,1.1904761904761905,D,L,D,L,W,L,18.0,18.0,21.0,0.0,-0.38095238095238093,-0.42857142857142855,DLD,LWL,2,3,-0.047619047619047616
202,Middlesbrough,Coventry,1,1,D,21,19,28,35,0.8571428571428571,0.9047619047619048,W,D,W,W,D,L,12.0,14.0,21.0,-2.0,-0.3333333333333333,-0.7619047619047619,WDW,WDL,7,4,0.14285714285714285
203,Newcastle,Man United,1,1,D,22,47,25,14,1.4285714285714286,2.1904761904761907,W,L,W,W,W,L,11.0,1.0,21.0,10.0,-0.14285714285714285,1.5714285714285714,WLW,WWL,6,6,0.0
204,Southampton,Derby,1,0,H,26,23,32,35,1.1428571428571428,0.9523809523809523,W,D,L,D,W,W,15.0,16.0,21.0,-1.0,-0.2857142857142857,-0.5714285714285714,WDL,DWW,4,7,-0.14285714285714285
205,Charlton,Arsenal,1,0,H,26,36,35,19,1.1904761904761905,1.8095238095238095,L,W,L,W,L,D,18.0,2.0,21.0,16.0,-0.42857142857142855,0.8095238095238095,LWL,WLD,3,4,-0.047619047619047616
206,Chelsea,Aston Villa,1,0,H,37,23,27,19,1.2857142857142858,1.380952380952381,D,W,L,L,L,W,5.0,6.0,21.0,-1.0,0.47619047619047616,0.19047619047619047,DWL,LLW,4,3,0.047619047619047616
207,Coventry,Man City,1,1,D,19,25,35,33,0.9047619047619048,0.9047619047619048,W,D,L,D,L,D,14.0,18.0,21.0,-4.0,-0.7619047619047619,-0.38095238095238093,WDL,DLD,4,2,0.09523809523809523
208,Derby,Everton,1,0,H,23,21,35,32,0.9523809523809523,1.0476190476190477,D,W,W,L,L,D,16.0,13.0,21.0,3.0,-0.5714285714285714,-0.5238095238095238,DWW,LLD,7,1,0.2857142857142857
209,Leeds,Middlesbrough,1,1,D,27,21,28,28,1.2380952380952381,0.8571428571428571,D,L,L,W,D,W,3.0,12.0,21.0,-9.0,-0.047619047619047616,-0.3333333333333333,DLL,WDW,1,7,-0.2857142857142857
210,Leicester,Bradford,1,2,A,24,16,23,38,1.5909090909090908,0.6818181818181818,L,L,W,W,L,L,8.0,17.0,22.0,-9.0,0.045454545454545456,-1.0,LLW,WLL,3,3,0.0
211,Liverpool,Southampton,2,1,H,39,27,26,32,1.6363636363636365,1.2272727272727273,W,L,W,W,W,D,4.0,15.0,22.0,-11.0,0.5909090909090909,-0.22727272727272727,WLW,WWD,6,7,-0.045454545454545456
212,Man United,West Ham,3,1,H,48,31,15,24,2.1363636363636362,1.3181818181818181,D,W,W,L,W,L,1.0,9.0,22.0,-8.0,1.5,0.3181818181818182,DWW,LWL,7,3,0.18181818181818182
213,Sunderland,Ipswich,4,1,H,25,32,21,22,1.6363636363636365,1.6818181818181819,D,W,W,W,D,L,7.0,18.0,22.0,-11.0,0.18181818181818182,0.45454545454545453,DWW,WDL,7,4,0.13636363636363635
214,Tottenham,Newcastle,4,2,H,26,23,32,26,1.1818181818181819,1.4090909090909092,L,L,D,D,W,L,10.0,11.0,22.0,-1.0,-0.2727272727272727,-0.13636363636363635,LLD,DWL,1,4,-0.13636363636363635
215,Arsenal,Chelsea,1,1,D,38,38,21,27,1.7727272727272727,1.3636363636363635,D,W,L,W,D,W,2.0,5.0,22.0,-3.0,0.7727272727272727,0.5,DWL,WDW,4,7,-0.13636363636363635
216,Aston Villa,Liverpool,0,3,A,23,39,22,26,1.3181818181818181,1.6363636363636365,L,L,L,W,L,W,6.0,4.0,22.0,2.0,0.045454545454545456,0.5909090909090909,LLL,WLW,0,6,-0.2727272727272727
217,Bradford,Man United,0,3,A,16,48,38,15,0.6818181818181818,2.1363636363636362,W,L,L,D,W,W,17.0,1.0,22.0,16.0,-1.0,1.5,WLL,DWW,3,7,-0.18181818181818182
218,Everton,Tottenham,0,0,D,21,26,33,32,1.0,1.1818181818181819,L,L,L,L,L,D,13.0,10.0,22.0,3.0,-0.5454545454545454,-0.2727272727272727,LLL,LLD,0,1,-0.045454545454545456
219,Man City,Leeds,0,4,A,26,31,37,28,0.8636363636363636,1.3181818181818181,L,D,L,W,D,L,18.0,3.0,22.0,15.0,-0.5,0.13636363636363635,LDL,WDL,1,4,-0.13636363636363635
220,Middlesbrough,Derby,4,0,H,23,24,30,36,0.8695652173913043,1.0,D,D,W,W,L,D,12.0,16.0,23.0,-4.0,-0.30434782608695654,-0.5217391304347826,DDW,WLD,5,4,0.043478260869565216
221,Newcastle,Coventry,3,1,H,25,21,30,37,1.3478260869565217,0.9130434782608695,L,D,W,D,D,W,11.0,14.0,23.0,-3.0,-0.21739130434782608,-0.6956521739130435,LDW,DDW,4,5,-0.043478260869565216
222,Southampton,Charlton,0,0,D,28,31,34,36,1.173913043478261,1.3478260869565217,L,W,W,W,W,L,15.0,18.0,23.0,-3.0,-0.2608695652173913,-0.21739130434782608,LWW,WWL,6,6,0.0
223,West Ham,Sunderland,0,2,A,31,29,26,22,1.2608695652173914,1.6956521739130435,L,L,W,W,D,W,9.0,7.0,23.0,2.0,0.21739130434782608,0.30434782608695654,LLW,WDW,3,7,-0.17391304347826086
224,Ipswich,Leicester,2,0,H,33,24,26,25,1.608695652173913,1.5217391304347827,L,W,D,L,L,L,18.0,8.0,23.0,10.0,0.30434782608695654,-0.043478260869565216,LWD,LLL,4,0,0.17391304347826086
225,Chelsea,Ipswich,4,1,H,39,33,28,26,1.3478260869565217,1.608695652173913,D,W,D,L,W,D,5.0,18.0,23.0,-13.0,0.4782608695652174,0.30434782608695654,DWD,LWD,5,4,0.043478260869565216
226,Coventry,Everton,1,3,A,21,21,37,33,0.9130434782608695,1.0,D,D,W,D,L,L,14.0,13.0,23.0,1.0,-0.6956521739130435,-0.5217391304347826,DDW,DLL,5,1,0.17391304347826086
227,Derby,Man City,1,1,D,24,27,36,38,1.0,0.8695652173913043,W,L,D,D,L,D,16.0,18.0,23.0,-2.0,-0.5217391304347826,-0.4782608695652174,WLD,DLD,4,2,0.08695652173913043
228,Leeds,Newcastle,1,3,A,32,25,31,30,1.2608695652173914,1.3478260869565217,L,W,D,L,D,W,3.0,11.0,23.0,-8.0,0.043478260869565216,-0.21739130434782608,LWD,LDW,4,4,0.0
229,Leicester,Arsenal,0,0,D,24,38,25,22,1.5217391304347827,1.6956521739130435,L,L,L,L,D,W,8.0,2.0,23.0,6.0,-0.043478260869565216,0.6956521739130435,LLL,LDW,0,4,-0.17391304347826086
230,Liverpool,Middlesbrough,0,0,D,42,27,26,30,1.6666666666666667,0.9583333333333334,D,W,W,W,D,D,4.0,12.0,24.0,-8.0,0.6666666666666666,-0.125,DWW,WDD,7,5,0.08333333333333333
231,Man United,Aston Villa,2,0,H,54,24,16,26,2.2083333333333335,1.2083333333333333,W,W,D,L,L,L,1.0,6.0,24.0,-5.0,1.5833333333333333,-0.08333333333333333,WWD,LLL,7,0,0.2916666666666667
232,Tottenham,Southampton,0,0,D,30,28,34,34,1.25,1.1666666666666667,D,W,L,D,L,W,10.0,15.0,24.0,-5.0,-0.16666666666666666,-0.25,DWL,DLW,4,4,0.0
233,Sunderland,Bradford,0,0,D,31,16,22,41,1.75,0.6666666666666666,W,W,D,D,L,W,7.0,17.0,24.0,-10.0,0.375,-1.0416666666666667,WWD,DLW,7,4,0.125
234,Charlton,West Ham,1,1,D,31,32,36,27,1.3333333333333333,1.25,D,W,W,D,L,L,18.0,9.0,24.0,9.0,-0.20833333333333334,0.20833333333333334,DWW,DLL,7,1,0.25
235,Aston Villa,Leeds,1,2,A,24,34,26,32,1.2083333333333333,1.3333333333333333,L,L,L,W,L,W,6.0,3.0,24.0,3.0,-0.08333333333333333,0.08333333333333333,LLL,WLW,0,6,-0.25
236,Arsenal,Bradford,2,0,H,39,16,23,41,1.6666666666666667,0.6666666666666666,D,L,D,D,L,W,2.0,17.0,24.0,-15.0,0.6666666666666666,-1.0416666666666667,DLD,DLW,2,4,-0.08333333333333333
237,Charlton,Derby,2,1,H,31,24,36,40,1.3333333333333333,0.9583333333333334,D,W,W,L,W,L,18.0,16.0,24.0,2.0,-0.20833333333333334,-0.6666666666666666,DWW,LWL,7,3,0.16666666666666666
238,Chelsea,Newcastle,3,1,H,43,28,29,31,1.4166666666666667,1.4166666666666667,W,D,W,W,L,D,5.0,11.0,24.0,-6.0,0.5833333333333334,-0.125,WDW,WLD,7,4,0.125
239,Everton,Middlesbrough,2,2,D,24,27,34,30,1.0833333333333333,0.9583333333333334,W,D,L,W,D,D,13.0,12.0,24.0,1.0,-0.4166666666666667,-0.125,WDL,WDD,4,5,-0.041666666666666664
240,Leeds,Coventry,1,0,H,35,23,32,43,1.4,0.84,W,W,L,L,L,D,3.0,14.0,25.0,-11.0,0.12,-0.8,WWL,LLD,6,1,0.2
241,Man City,Liverpool,1,1,D,28,43,43,27,0.84,1.64,D,L,D,D,D,W,18.0,4.0,25.0,14.0,-0.6,0.64,DLD,DDW,2,5,-0.12
242,Southampton,Leicester,1,0,H,28,24,34,26,1.16,1.44,D,D,L,L,D,L,15.0,8.0,25.0,7.0,-0.24,-0.08,DDL,LDL,2,1,0.04
243,Sunderland,Man United,0,1,A,31,56,22,16,1.72,2.24,D,W,W,W,W,W,7.0,1.0,25.0,6.0,0.36,1.6,DWW,WWW,7,9,-0.08
244,West Ham,Tottenham,0,0,D,32,30,27,34,1.24,1.24,D,D,L,D,D,W,9.0,10.0,25.0,-1.0,0.2,-0.16,DDL,DDW,2,5,-0.12
245,Bradford,Aston Villa,0,3,A,16,27,43,26,0.64,1.28,L,D,L,W,L,L,17.0,6.0,25.0,11.0,-1.08,0.04,LDL,WLL,1,3,-0.08
246,Coventry,Arsenal,0,1,A,23,39,43,23,0.84,1.64,L,L,D,D,D,L,14.0,2.0,25.0,12.0,-0.8,0.64,LLD,DDL,1,2,-0.04
247,Derby,Sunderland,1,0,H,25,31,41,22,0.96,1.72,D,L,W,D,W,W,16.0,7.0,25.0,9.0,-0.64,0.36,DLW,DWW,4,7,-0.12
248,Ipswich,Leeds,1,2,A,36,35,30,32,1.6,1.4,L,W,L,W,W,L,18.0,3.0,25.0,15.0,0.24,0.12,LWL,WWL,3,6,-0.12
249,Leicester,Chelsea,2,1,H,24,46,26,30,1.44,1.48,L,D,L,W,W,D,8.0,5.0,25.0,3.0,-0.08,0.64,LDL,WWD,1,7,-0.24
250,Liverpool,West Ham,3,0,H,46,32,27,30,1.6923076923076923,1.1923076923076923,W,D,D,L,D,D,4.0,9.0,26.0,-5.0,0.7307692307692307,0.07692307692307693,WDD,LDD,5,2,0.11538461538461539
251,Man United,Everton,1,0,H,57,26,16,37,2.269230769230769,1.0384615384615385,W,W,W,L,D,W,1.0,13.0,26.0,-12.0,1.5769230769230769,-0.4230769230769231,WWW,LDW,9,4,0.19230769230769232
252,Middlesbrough,Man City,1,1,D,29,29,32,44,0.9615384615384616,0.8461538461538461,D,D,W,D,D,L,12.0,18.0,26.0,-6.0,-0.11538461538461539,-0.5769230769230769,DDW,DDL,5,2,0.11538461538461539
253,Tottenham,Charlton,0,0,D,30,34,34,38,1.2307692307692308,1.3846153846153846,D,D,D,W,D,D,10.0,18.0,26.0,-8.0,-0.15384615384615385,-0.15384615384615385,DDD,WDD,3,5,-0.07692307692307693
254,Everton,Leeds,2,2,D,26,37,37,33,1.0384615384615385,1.4615384615384615,L,D,W,W,W,W,13.0,3.0,26.0,10.0,-0.4230769230769231,0.15384615384615385,LDW,WWW,4,9,-0.19230769230769232
255,Arsenal,Ipswich,1,0,H,41,37,23,32,1.6923076923076923,1.5384615384615385,W,D,D,L,L,W,2.0,18.0,26.0,-16.0,0.6923076923076923,0.19230769230769232,WDD,LLW,5,3,0.07692307692307693
256,Aston Villa,Middlesbrough,1,1,D,28,29,27,32,1.2692307692307692,0.9615384615384616,D,W,L,D,D,W,6.0,12.0,26.0,-6.0,0.038461538461538464,-0.11538461538461539,DWL,DDW,4,5,-0.038461538461538464
257,Chelsea,Man United,1,1,D,47,57,32,16,1.4230769230769231,2.269230769230769,L,W,W,W,W,W,5.0,1.0,26.0,4.0,0.5769230769230769,1.5769230769230769,LWW,WWW,6,9,-0.11538461538461539
258,Everton,Leicester,2,1,H,26,26,37,27,1.0384615384615385,1.5,L,D,W,W,L,D,13.0,8.0,26.0,5.0,-0.4230769230769231,-0.038461538461538464,LDW,WLD,4,4,0.0
259,Leeds,Derby,0,0,D,37,26,33,43,1.4615384615384615,0.9230769230769231,W,W,W,L,D,L,3.0,16.0,26.0,-13.0,0.15384615384615385,-0.6538461538461539,WWW,LDL,9,1,0.3076923076923077
260,Man City,Tottenham,0,1,A,30,30,45,34,0.8518518518518519,1.2222222222222223,D,D,D,D,D,D,18.0,10.0,27.0,8.0,-0.5555555555555556,-0.14814814814814814,DDD,DDD,3,3,0.0
261,Southampton,Bradford,2,0,H,31,16,34,48,1.2962962962962963,0.5925925925925926,W,W,D,L,L,L,15.0,17.0,27.0,-2.0,-0.1111111111111111,-1.1851851851851851,WWD,LLL,7,0,0.25925925925925924
262,Sunderland,Liverpool,1,1,D,31,47,24,28,1.5925925925925926,1.6666666666666667,L,L,D,D,W,D,7.0,4.0,27.0,3.0,0.25925925925925924,0.7037037037037037,LLD,DWD,1,5,-0.14814814814814814
263,Charlton,Newcastle,2,0,H,34,32,38,37,1.3703703703703705,1.3703703703703705,D,W,D,L,L,W,18.0,11.0,27.0,7.0,-0.14814814814814814,-0.18518518518518517,DWD,LLW,5,3,0.07407407407407407
264,West Ham,Coventry,1,1,D,33,23,31,45,1.1851851851851851,0.7777777777777778,D,L,D,L,L,L,9.0,14.0,27.0,-5.0,0.07407407407407407,-0.8148148148148148,DLD,LLL,2,0,0.07407407407407407
265,Bradford,West Ham,1,2,A,16,33,48,31,0.5925925925925926,1.1851851851851851,L,L,L,D,L,D,17.0,9.0,27.0,8.0,-1.1851851851851851,0.07407407407407407,LLL,DLD,0,2,-0.07407407407407407
266,Coventry,Charlton,2,2,D,23,34,45,38,0.7777777777777778,1.3703703703703705,L,L,L,D,W,D,14.0,18.0,27.0,-4.0,-0.8148148148148148,-0.14814814814814814,LLL,DWD,0,5,-0.18518518518518517
267,Derby,Aston Villa,1,0,H,27,28,43,28,1.0,1.2222222222222223,W,L,D,L,D,W,16.0,6.0,27.0,10.0,-0.5925925925925926,0.0,WLD,LDW,4,4,0.0
